Abstract,Author,Document Title,PDF Link,Year
"we investigate the critical properties of the three-dimensional (3d).antiferromagnetic rp(n-1}) model, which is characterized by a global o(n).symmetry and a discrete z_2 gauge symmetry. we perform a field-theoretical.analysis using the landau-ginzburg-wilson (lgw) approach and a numerical monte.carlo study. the lgw field-theoretical results are obtained by high-order.perturbative analyses of the renormalization-group (rg) flow of the most.general phi^4 theory with the same global symmetry as the model, assuming a.gauge-invariant order-parameter field. for n=4 no stable fixed point is found,.implying that any transition must necessarily be of first order. this is.contradicted by the numerical results that provide strong evidence for a.continuous transition. this suggests that gauge modes are not always.irrelevant, as assumed by the lgw approach, but they may play an important role.to determine the actual critical dynamics at the phase transition of o(n).symmetric models with a discrete z_2 gauge symmetry.","['andrea pelissetto', 'antonio tripodo', 'ettore vicari']",criticality of o(n) symmetric models in the presence of discrete gauge.  symmetries,http://arxiv.org/abs/1711.04567v1,2017
"we study the branching tree of the perimeters of the nested loops in critical.$o(n)$ model for $n \in (0,2)$ on random quadrangulations. we prove that after.renormalization it converges towards an explicit continuous multiplicative.cascade whose offspring distribution $(x_i)_{i \ge 1}$ is related to the jumps.of a spectrally positive $\alpha$-stable l\'evy process with $\alpha=.\frac{3}{2} \pm \frac{1}{\pi} \arccos(n/2)$ and for which we have the.surprisingly simple and explicit transform $$ \mathbb e\left[\sum_{i \ge 1}.(x_i)^\theta \right] = \frac{\sin(\pi (2-\alpha))}{\sin (\pi (\theta -.\alpha))} \quad \mbox{for }\theta \in (\alpha, \alpha+1).$$ an important.ingredient in the proof is a new formula of independent interest on first.moments of additive functionals of the jumps of a left-continuous random walk.stopped at a hitting time. we also identify the scaling limit of the volume of.the critical $o(n)$-decorated quadrangulation using the malthusian martingale.associated to the continuous multiplicative cascade.","['linxiao chen', 'nicolas curien', 'pascal maillard']",the perimeter cascade in critical boltzmann quadrangulations decorated.  by an $o(n)$ loop model,http://arxiv.org/abs/1702.06916v2,2018
"we consider the problem of matching applicants to posts where applicants have.preferences over posts. thus the input to our problem is a bipartite graph g =.(a u p,e), where a denotes a set of applicants, p is a set of posts, and there.are ranks on edges which denote the preferences of applicants over posts. a.matching m in g is called rank-maximal if it matches the maximum number of.applicants to their rank 1 posts, subject to this the maximum number of.applicants to their rank 2 posts, and so on..  we consider this problem in a dynamic setting, where vertices and edges can.be added and deleted at any point. let n and m be the number of vertices and.edges in an instance g, and r be the maximum rank used by any rank-maximal.matching in g. we give a simple o(r(m+n))-time algorithm to update an existing.rank-maximal matching under each of these changes. when r = o(n), this is.faster than recomputing a rank-maximal matching completely using a known.algorithm like that of irving et al., which takes time o(min((r + n,.r*sqrt(n))m).","['prajakta nimbhorkar', 'arvind rameshwar v']",dynamic rank maximal matchings,http://arxiv.org/abs/1704.00899v1,2017
"a linear group g<gl(n) acts on d-tuples of n x n matrices by simultaneous.conjugation. in [adv. math. 19 (1976), 306-381] procesi established generators.and relations between them for g-invariants, where g is gl(n), o(n), and sp(n).and the characteristic of base field is zero. we continue generalization of the.mentioned results to the case of positive characteristic originated by donkin.in [invent. math. 110 (1992), 389-401]. we investigate relations between.generators for o(n)-invariants.",['a. a. lopatin'],relations between o(n)-invariants of several matrices,http://arxiv.org/abs/0902.4266v4,2011
"let $p$ be a set of $n$ points in an axis-parallel rectangle $b$ in the.plane. we present an $o(n\alpha(n)\log^4 n)$-time algorithm to preprocess $p$.into a data structure of size $o(n\alpha(n)\log^3 n)$, such that, given a query.point $q$, we can find, in $o(\log^4 n)$ time, the largest-area axis-parallel.rectangle that is contained in $b$, contains $q$, and its interior contains no.point of $p$. this is a significant improvement over the previous solution of.augustine {\em et al.} \cite{qmex}, which uses slightly superquadratic.preprocessing and storage.","['haim kaplan', 'micha sharir']",finding the maximal empty rectangle containing a query point,http://arxiv.org/abs/1106.3628v1,2011
"a new number theoretic transform(ntt), which is a form of fft, is introduced,.that is faster than ffts. also, a multiplication algorithm is introduced that.uses this to perform integer multiplication faster than o(n log n). it uses.preprocessing to achieve an upper bounds of (n log n/(log log n/ log log log.n)..  also, we explore the possibility of o(n) time multiplication via ntts that.require only o(n) operations, using preprocessing.",['matt groff'],faster integer multiplication using preprocessing,http://arxiv.org/abs/1911.07124v2,2019
"we consider the planar euclidean two-center problem in which given $n$ points.in the plane we are to find two congruent disks of the smallest radius covering.the points. we present a deterministic $o(n \log n)$-time algorithm for the.case that the centers of the two optimal disks are close to each other, that.is, the overlap of the two optimal disks is a constant fraction of the disk.area. we also present a deterministic $o(n\log n)$-time algorithm for the case.that the input points are in convex position. both results improve the previous.best $o(n\log n\log\log n)$ bound on the problems.","['jongmin choi', 'hee-kap ahn']",efficient planar two-center algorithms,http://arxiv.org/abs/2006.10365v2,2020
"we propose a novel efficient algorithm to solve poisson equation in irregular.two dimensional domains for electrostatics. it can handle dirichlet, neumann or.mixed boundary problems in which the filling media can be homogeneous or.inhomogeneous. the basic idea of the new method is solve the problem in three.steps: (i) first solve the equation $\nabla\cdot\mathbf d=\rho$. the inverse of.the divergence operator in a restricted subspace is found to yield the electric.flux density $\mathbf d$ by a fast direct solver in o(n) operations. the.$\mathbf d$ so obtained is nonunique with indeterminate divergence-free.component. then the electric field is found by $\mathbf e=\mathbf d/\epsilon$..but $\nabla\times\mathbf e=0$ for electrostatic field; hence, $\mathbf e$ is.curl free and orthogonal to the divergence free space. (ii) an.orthogonalization process is used to purify the electric field making it curl.free and unique. (iii) then the potential $\phi$ is obtained by solving $\nabla.\phi=-\mathbf e$ or finding the inverse of the gradient operator in a.restricted subspace by a similar fast direct solver in o(n) operations..treatments for both dirichlet and neumann boundary conditions are addressed..finally, the validation and efficiency are illustrated by several numerical.examples. through these simulations, it is observed that the computational.complexity of our proposed method almost scales as o(n) where n is the triangle.patch number of meshes. consequently, this new algorithm is a feasible fast.poisson solver.","['zu-hui ma', 'weng cho chew', 'li jun jiang']",a novel efficient numerical solution of poisson equation for arbitrary.  shapes in two dimensions,http://arxiv.org/abs/1208.0901v2,2013
"we study how much memory one-pass compression algorithms need to compete with.the best multi-pass algorithms. we call a one-pass algorithm an (f (n,.\ell))-footprint compressor if, given $n$, $\ell$ and an $n$-ary string $s$, it.stores $s$ in ((\rule{0ex}{2ex} o (h_\ell (s)) + o (\log n)) |s| + o (n^{\ell +.1} \log n)) bits -- where (h_\ell (s)) is the $\ell$th-order empirical entropy.of $s$ -- while using at most (f (n, \ell)) bits of memory. we prove that, for.any (\epsilon > 0) and some (f (n, \ell) \in o (n^{\ell + \epsilon} \log n)),.there is an (f (n, \ell))-footprint compressor; on the other hand, there is no.(f (n, \ell))-footprint compressor for (f (n, \ell) \in o (n^\ell \log n)).",['travis gagie'],on the space complexity of one-pass compression,http://arxiv.org/abs/cs/0611099v1,2006
"let t be an integer, f(n) a function, and h a graph. define the.t-ramsey-tur\'an number of h, rt_t(n, h, f(n)), to be the maximum number of.edges in an n-vertex, h-free graph g where f(n) is larger than the maximum.number of vertices in a $k_t$-free induced subgraph of g. erd\h{o}s, hajnal,.simonovits, s\'os, and szemer\'edi posed several open questions about.rt_t(n,k_s,o(n)), among them finding the minimum s such that.$rt_t(n,k_{t+s},o(n)) = \omega(n^2)$, where it is easy to see that.$rt_t(n,k_{t+1},o(n)) = o(n^2)$. in this paper, we answer this question by.proving that $rt_t(n,k_{t+2},o(n)) = \omega(n^2)$; our constructions also imply.several results on the ramsey-tur\'an numbers of hypergraphs.","['józsef balogh', 'john lenz']",on the ramsey-turán numbers of graphs and hypergraphs,http://arxiv.org/abs/1109.4428v2,2011
"we present two improved algorithms for weighted discrete $p$-center problem.for tree networks with $n$ vertices. one of our proposed algorithms runs in.$o(n \log n + p \log^2 n \log(n/p))$ time. for all values of $p$, our algorithm.thus runs as fast as or faster than the most efficient $o(n\log^2 n)$ time.algorithm obtained by applying cole's speed-up technique [cole1987] to the.algorithm due to megiddo and tamir [megiddo1983], which has remained.unchallenged for nearly 30 years. our other algorithm, which is more practical,.runs in $o(n \log n + p^2 \log^2(n/p))$ time, and when $p=o(\sqrt{n})$ it is.faster than megiddo and tamir's $o(n \log^2n \log\log n)$ time algorithm.[megiddo1983].","['aritra banik', 'binay bhattacharya', 'sandip das', 'tsunehiko kameda', 'zhao song']",the $p$-center problem in tree networks revisited,http://arxiv.org/abs/1604.07535v1,2016
"this paper considers fully dynamic graph algorithms with both faster worst.case update time and sublinear space. the fully dynamic graph connectivity.problem is the following: given a graph on a fixed set of n nodes, process an.online sequence of edge insertions, edge deletions, and queries of the form ""is.there a path between nodes a and b?"" in 2013, the first data structure was.presented with worst case time per operation which was polylogarithmic in n. in.this paper, we shave off a factor of log n from that time, to o(log^4 n) per.update. for sequences which are polynomial in length, our algorithm answers.queries in o(log n/\log\log n) time correctly with high probability and using.o(n \log^2 n) words (of size log n). this matches the amount of space used by.the most space-efficient graph connectivity streaming algorithm. we also show.that 2-edge connectivity can be maintained using o(n log^2 n) words with an.amortized update time of o(log^6 n).","['david gibb', 'bruce kapron', 'valerie king', 'nolan thorn']",dynamic graph connectivity with improved worst case update time and.  sublinear space,http://arxiv.org/abs/1509.06464v1,2015
"we study the problem of computing a longest increasing subsequence in a.sequence $s$ of $n$ distinct elements in the presence of persistent comparison.errors. in this model, every comparison between two elements can return the.wrong result with some fixed (small) probability $ p $, and comparisons cannot.be repeated. computing the longest increasing subsequence exactly is impossible.in this model, therefore, the objective is to identify a subsequence that (i).is indeed increasing and (ii) has a length that approximates the length of the.longest increasing subsequence..  we present asymptotically tight upper and lower bounds on both the.approximation factor and the running time. in particular, we present an.algorithm that computes an $o(\log n)$-approximation in time $o(n\log n)$, with.high probability. this approximation relies on the fact that that we can.approximately sort $n$ elements in $o(n\log n)$ time such that the maximum.dislocation of an element is at most $o(\log n)$. for the lower bounds, we.prove that (i) there is a set of sequences, such that on a sequence picked.randomly from this set every algorithm must return an $\omega(\log.n)$-approximation with high probability, and (ii) any $o(\log n)$-approximation.algorithm for longest increasing subsequence requires $\omega(n \log n)$.comparisons, even in the absence of errors.",['barbara geissmann'],longest increasing subsequence under persistent comparison errors,http://arxiv.org/abs/1808.03307v1,2018
